yourlist:M20180720A7434721E10EE6586998A056CCD0537E950220G	isomap:M20180720A7434721E10EE6586998A056CCD0537E950220G	Entry	Entry name	Status	Protein names	Gene names	Organism	Cross-reference (RefSeq)
YPTS_3867		B2K514	RS11_YERPB	reviewed	30S ribosomal protein S11	rpsK YPTS_3867	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002218948.1;
YPTS_3868		B2K515	RS13_YERPB	reviewed	30S ribosomal protein S13	rpsM YPTS_3868	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002213346.1;
YPTS_3871		B2K518	RL15_YERPB	reviewed	50S ribosomal protein L15	rplO YPTS_3871	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002213341.1;
YPTS_3872		B2K519	RL30_YERPB	reviewed	50S ribosomal protein L30	rpmD YPTS_3872	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002213339.1;
YPTS_3874		B2K521	RL18_YERPB	reviewed	50S ribosomal protein L18	rplR YPTS_3874	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002213336.1;
YPTS_3875		B2K522	RL6_YERPB	reviewed	50S ribosomal protein L6	rplF YPTS_3875	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002213334.1;
YPTS_3876		B2K523	RS8_YERPB	reviewed	30S ribosomal protein S8	rpsH YPTS_3876	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002213332.1;
YPTS_3877		B2K524	RS14_YERPB	reviewed	30S ribosomal protein S14	rpsN YPTS_3877	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002213330.1;
YPTS_3878		B2K5L8	RL5_YERPB	reviewed	50S ribosomal protein L5	rplE YPTS_3878	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002213329.1;
YPTS_3879		B2K5L9	RL24_YERPB	reviewed	50S ribosomal protein L24	rplX YPTS_3879	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002213327.1;
YPTS_3880		B2K5M0	RL14_YERPB	reviewed	50S ribosomal protein L14	rplN YPTS_3880	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002213325.1;
YPTS_3881		B2K5M1	RS17_YERPB	reviewed	30S ribosomal protein S17	rpsQ YPTS_3881	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002228135.1;
YPTS_3882		B2K5M2	RL29_YERPB	reviewed	50S ribosomal protein L29	rpmC YPTS_3882	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002218942.1;
YPTS_3883		B2K5M3	RL16_YERPB	reviewed	50S ribosomal protein L16	rplP YPTS_3883	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002218940.1;
YPTS_3884		B2K5M4	RS3_YERPB	reviewed	30S ribosomal protein S3	rpsC YPTS_3884	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002221644.1;
YPTS_3885		B2K5M5	RL22_YERPB	reviewed	50S ribosomal protein L22	rplV YPTS_3885	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002223844.1;
YPTS_3886		B2K5M6	RS19_YERPB	reviewed	30S ribosomal protein S19	rpsS YPTS_3886	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002213430.1;
YPTS_3887		B2K5M7	RL2_YERPB	reviewed	50S ribosomal protein L2	rplB YPTS_3887	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002213425.1;
YPTS_3889		B2K5M9	RL4_YERPB	reviewed	50S ribosomal protein L4	rplD YPTS_3889	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002218934.1;
YPTS_3890		B2K5N0	RL3_YERPB	reviewed	50S ribosomal protein L3	rplC YPTS_3890	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002218932.1;
YPTS_3891		B2K5N1	RS10_YERPB	reviewed	30S ribosomal protein S10	rpsJ YPTS_3891	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_001181005.1;
YPTS_3895		B2K5N5	EFG_YERPB	reviewed	Elongation factor G (EF-G)	fusA YPTS_3895	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002212325.1;
YPTS_3896		B2K5N6	RS7_YERPB	reviewed	30S ribosomal protein S7	rpsG YPTS_3896	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002212324.1;
YPTS_3897		B2K5N7	RS12_YERPB	reviewed	30S ribosomal protein S12	rpsL YPTS_3897	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002212323.1;
YPTS_3903		B2K5P3	SLYX_YERPB	reviewed	Protein SlyX	slyX YPTS_3903	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002212317.1;
YPTS_3944		B2K5T4	AROB_YERPB	reviewed	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	aroB YPTS_3944	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002208898.1;
YPTS_3945		B2K5T5	AROK_YERPB	reviewed	Shikimate kinase 1 (SK 1) (EC 2.7.1.71)	aroK YPTS_3945	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002208899.1;
YPTS_3957		B2K5U7	HSLO_YERPB	reviewed	33 kDa chaperonin (Heat shock protein 33 homolog) (HSP33)	hslO YPTS_3957	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002208911.1;
YPTS_3958		B2K5U8	PCKA_YERPB	reviewed	Phosphoenolpyruvate carboxykinase (ATP) (PCK) (PEP carboxykinase) (PEPCK) (EC 4.1.1.49)	pckA YPTS_3958	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_011193240.1;
YPTS_3965		B2K5V5	FEOC_YERPB	reviewed	Probable [Fe-S]-dependent transcriptional repressor	feoC YPTS_3965	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002208920.1;
YPTS_3969		B2K5V9	NFUA_YERPB	reviewed	Fe/S biogenesis protein NfuA	nfuA YPTS_3969	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002208924.1;
YPTS_3972		B2K5W2	MALT_YERPB	reviewed	HTH-type transcriptional regulator MalT (ATP-dependent transcriptional activator MalT)	malT YPTS_3972	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002208926.1;
YPTS_3973		B2K5W3	GLPE_YERPB	reviewed	Thiosulfate sulfurtransferase GlpE (EC 2.8.1.1)	glpE YPTS_3973	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002218928.1;
YPTS_3981		B2K6F8	GLGA_YERPB	reviewed	Glycogen synthase (EC 2.4.1.21) (Starch [bacterial glycogen] synthase)	glgA YPTS_3981	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_012414083.1;
YPTS_3982		B2K6F9	GLGC_YERPB	reviewed	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase)	glgC YPTS_3982	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	
YPTS_3983		B2K6G0	GLGX_YERPB	reviewed	Glycogen debranching enzyme (EC 3.2.1.196) (Limit dextrin alpha-1,6-maltotetraose-hydrolase)	glgX YPTS_3983	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_012414084.1;
YPTS_4029		B2K6K6	RSMJ_YERPB	reviewed	Ribosomal RNA small subunit methyltransferase J (EC 2.1.1.242) (16S rRNA m2G1516 methyltransferase) (rRNA (guanine-N(2)-)-methyltransferase)	rsmJ YPTS_4029	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002215483.1;
YPTS_4048		B2K6M5	DCTA_YERPB	reviewed	C4-dicarboxylate transport protein	dctA YPTS_4048	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002209553.1;
YPTS_4070		B2K6P6	HUTU_YERPB	reviewed	Urocanate hydratase (Urocanase) (EC 4.2.1.49) (Imidazolonepropionate hydrolase)	hutU YPTS_4070	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002209576.1;
YPTS_4108		B2K7D2	XYLA_YERPB	reviewed	Xylose isomerase (EC 5.3.1.5)	xylA YPTS_4108	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002209593.1;
YPTS_4121		B2K7E5	IBPA_YERPB	reviewed	Small heat shock protein IbpA (16 kDa heat shock protein A)	ibpA YPTS_4121	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002209636.1;
YPTS_4122		B2K7E6	IBPB_YERPB	reviewed	Small heat shock protein IbpB (16 kDa heat shock protein B)	ibpB YPTS_4122	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002209635.1;
YPTS_4127		B2K7F1	GHRB_YERPB	reviewed	Glyoxylate/hydroxypyruvate reductase B (EC 1.1.1.79) (EC 1.1.1.81)	ghrB YPTS_4127	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002209630.1;
YPTS_4133		B2K7F7	SYGA_YERPB	reviewed	Glycine--tRNA ligase alpha subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase alpha subunit) (GlyRS)	glyQ YPTS_4133	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002209624.1;
YPTS_4134		B2K7F8	SYGB_YERPB	reviewed	Glycine--tRNA ligase beta subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase beta subunit) (GlyRS)	glyS YPTS_4134	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002209623.1;
YPTS_4139		B2K7G3	MTLD_YERPB	reviewed	Mannitol-1-phosphate 5-dehydrogenase (EC 1.1.1.17)	mtlD YPTS_4139	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_011193338.1;
YPTS_4148		B2K7H2	FDHD_YERPB	reviewed	Sulfur carrier protein FdhD	fdhD YPTS_4148	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_011193341.1;
YPTS_4153		B2K7H7	FDHE_YERPB	reviewed	Protein FdhE homolog	fdhE YPTS_4153	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002209609.1;
YPTS_4154		B2K7H8	SELA_YERPB	reviewed	L-seryl-tRNA(Sec) selenium transferase (EC 2.9.1.1) (Selenocysteine synthase) (Sec synthase) (Selenocysteinyl-tRNA(Sec) synthase)	selA YPTS_4154	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_011193344.1;
YPTS_4164		B2K7I5	RBSD_YERPB	reviewed	D-ribose pyranase (EC 5.4.99.62)	rbsD YPTS_4164	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002212252.1;
YPTS_4165		B2K7I6	KUP_YERPB	reviewed	Low affinity potassium transport system protein kup (Kup system potassium uptake protein)	kup YPTS_4165	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_011191440.1;
YPTS_4166		B2K7I7	RAVA_YERPB	reviewed	ATPase RavA (EC 3.6.3.-) (Regulatory ATPase variant A)	ravA YPTS_4166	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_011191439.1;
YPTS_4168		B2K7I9	ASNA_YERPB	reviewed	Aspartate--ammonia ligase (EC 6.3.1.1) (Asparagine synthetase A)	asnA YPTS_4168	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002212256.1;
YPTS_4171		B2K7J2	MNMG_YERPB	reviewed	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG (Glucose-inhibited division protein A)	mnmG gidA YPTS_4171	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002212259.1;
YPTS_4172		B2K7J3	RSMG_YERPB	reviewed	Ribosomal RNA small subunit methyltransferase G (EC 2.1.1.170) (16S rRNA 7-methylguanosine methyltransferase) (16S rRNA m7G methyltransferase)	rsmG YPTS_4172	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002212261.1;
YPTS_4174		B2K841	ATP6_YERPB	reviewed	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	atpB YPTS_4174	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002228150.1;
YPTS_4176		B2K843	ATPF_YERPB	reviewed	ATP synthase subunit b (ATP synthase F(0) sector subunit b) (ATPase subunit I) (F-type ATPase subunit b) (F-ATPase subunit b)	atpF YPTS_4176	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002220762.1;
YPTS_4177		B2K844	ATPD_YERPB	reviewed	ATP synthase subunit delta (ATP synthase F(1) sector subunit delta) (F-type ATPase subunit delta) (F-ATPase subunit delta)	atpH YPTS_4177	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002220760.1;
YPTS_4178		B2K845	ATPA_YERPB	reviewed	ATP synthase subunit alpha (EC 3.6.3.14) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)	atpA YPTS_4178	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002220758.1;
YPTS_4179		B2K846	ATPG_YERPB	reviewed	ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) (F-ATPase gamma subunit)	atpG YPTS_4179	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002220756.1;
YPTS_4180		B2K847	ATPB_YERPB	reviewed	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	atpD YPTS_4180	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002220753.1;
YPTS_4181		B2K848	ATPE_YERPB	reviewed	ATP synthase epsilon chain (ATP synthase F1 sector epsilon subunit) (F-ATPase epsilon subunit)	atpC YPTS_4181	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002215546.1;
YPTS_4182		B2K849	GLMU_YERPB	reviewed	Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) (N-acetylglucosamine-1-phosphate uridyltransferase); Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)]	glmU YPTS_4182	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002215550.1;
YPTS_4200		B2K867	FABV_YERPB	reviewed	Enoyl-[acyl-carrier-protein] reductase [NADH] (ENR) (EC 1.3.1.9)	fabV YPTS_4200	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_002215588.1;
YPTS_4201		B2K868	MNME_YERPB	reviewed	tRNA modification GTPase MnmE (EC 3.6.-.-)	mnmE trmE YPTS_4201	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	WP_011193350.1;
